area;continent;country;plants;ants;amphibians;reptiles;fish;birds;mammals;spider;area;mainl;popdens;GDP;MAT;MAP;N;E
Madeira;Africa;Portugal;800;16;3;3;1;4;11;10;825.15434;ISL;276.6422416;19785.7;155.279965;664.5371829;32.76736726;-16.94699093
Maldives;Asia_Trop;Maldives;NA;1;1;2;1;0;7;NA;140.4571078;ISL;160.1542272;7013.4;274.9125;2018.65;3.371680936;73.25213838
Michigan;America_N;USA;1082;1;1;1;7;11;8;11;250782.2571;MAINL;39.85455288;35965;63.32148281;811.743222;44.88051006;-85.7362084
Minnesota;America_N;USA;613;NA;NA;NA;9;8;6;10;225023.2056;MAINL;22.01075602;44340;47.41236792;674.2397836;46.34787407;-94.1991062
Mali;Africa;Mali;53;NA;NA;NA;NA;1;6;NA;1252282.227;MAINL;9.32872818;870.49;282.5922535;309.9140943;17.35036278;-3.524352079
Malawi;Africa;Malawi;50;NA;NA;NA;5;0;9;NA;118523.8657;MAINL;96.77526102;481.42;220.5144027;1090.510885;-13.21511579;34.30698695
Peninsular_Malaysia;Asia_Trop;Malaysia;218;9;NA;NA;NA;8;10;2;131596.7961;MAINL;134.2172937;NA;257.6307827;2551.56715;4.039530302;102.1715693
Singapore;Asia_Trop;Singapore;221;8;1;6;77;33;9;NA;555.4440484;ISL;6193.555677;46596.7;268.8828968;2405.918336;1.351180381;103.8076536
Montana;America_N;USA;584;NA;1;0;9;8;10;3;381003.2318;MAINL;2.384598577;36316;51.37654007;417.0446556;47.03479245;-109.6239835
Maluku;Asia_Trop;Indonesia;NA;11;NA;NA;NA;10;18;6;59736.04287;ISL;21.75069102;NA;250.7849944;2226.01574;-1.420618756;127.9904995
Mongolia;Asia_Temp;Mongolia;NA;NA;NA;NA;2;1;6;NA;1562952.752;MAINL;1.601155083;3522.56;-1.066777115;196.6763285;46.83520929;103.083029
Morocco;Africa;Morocco;410;12;0;2;18;0;4;2;403129.4027;MAINL;71.13838112;3621.14;170.7926785;318.5686151;31.88356133;-6.31780089
Spanish_North_African_Terr.;Africa;Spanish_North_African_Territories;NA;NA;NA;NA;NA;0;5;NA;58.50940569;MAINL;2173.447848;NA;175.195122;538.5243902;35.65940058;-4.437063903
Mozambique;Africa;Mozambique;502;3;0;1;1;4;6;2;786425.4577;MAINL;22.48686463;755;239.4749024;989.9436755;-17.26020232;35.55224706
Marion-Prince_Edward_Is.;Antarctic;South_Africa;12;NA;NA;NA;NA;1;1;NA;338.046983;ISL;0;NA;42.57465278;2481.222222;-46.85955871;37.76015675
Guam;Pacific;Guam;833;30;5;6;2;9;10;2;578.6663532;ISL;257.8003996;41376;267.5902579;2351.018625;13.44403107;144.7758568
Northern_Marianas;Pacific;Northern_Mariana_Islands;372;29;1;5;2;7;9;NA;613.9767001;ISL;100.9820286;13600;260.1830239;1941.438992;16.25570463;145.5878321
Marquesas;Pacific;French_Polynesia;720;27;NA;NA;NA;5;8;5;1086.533296;ISL;6.548329287;NA;280;1354.423888;-9.365536166;-139.5863238
Marshall_Is.;Pacific;Marshall_Islands;87;17;0;4;1;1;8;9;129.2834864;ISL;22.32997669;NA;275.7597403;2860.785714;8.421679955;168.6103942
Maryland;America_N;USA;1176;7;0;2;6;8;13;10;25931.21051;MAINL;200.2899709;50789;121.938527;1075.343086;39.04679397;-76.79724029
Mississippi;America_N;USA;795;25;1;1;7;6;7;11;124047.935;MAINL;22.85147929;32190;173.298727;1454.101323;32.75582597;-89.67327133
Missouri;America_N;USA;891;4;0;1;7;8;6;8;180418.4312;MAINL;31.24129255;38125;124.3107663;1040.029587;38.37437865;-92.49049605
Mauritania;Africa;Mauritania;84;NA;0;3;NA;1;6;NA;1038476.244;MAINL;2.535624507;1201.8;276.5105399;91.10892999;20.25990345;-10.33225759
Mexico_Distrito_Federal;America_N;Mexico;76;4;0;0;3;10;6;NA;1340.683588;MAINL;6141.507871;8286.94;138.7204819;926.7277108;19.27289093;-99.1287943
Mexico_State;America_N;Mexico;104;2;0;0;11;8;6;1;21611.78953;MAINL;622.6249155;8286.94;155.1255047;967.193435;19.36016639;-99.63188737
Morelos;America_N;Mexico;66;8;0;3;11;7;6;NA;5001.573226;MAINL;367.3793586;8380;217.5571405;957.57562;18.75832012;-99.07010981
Puebla;America_N;Mexico;93;1;0;1;7;4;6;NA;34229.46785;MAINL;143.1588751;7866;183.9915136;1022.851949;19.00092067;-97.88545764
Tlaxcala;America_N;Mexico;39;2;0;0;2;4;6;NA;4091.477953;MAINL;338.3302056;6221;137.8348787;753.5176563;19.41546267;-98.13974237
Aguascalientes;America_N;Mexico;28;1;0;0;5;2;6;NA;5598.890215;MAINL;169.5926364;12449;170.9472415;543.4631967;22.01122575;-102.3623764
Coahuila;America_N;Mexico;56;1;1;0;13;6;8;2;150583.4654;MAINL;13.65768574;15162;199.2801357;339.5828732;27.30685243;-102.0336915
Chihuahua;America_N;Mexico;66;1;0;0;12;5;7;1;247607.1088;MAINL;12.69170568;11682;163.7460799;454.8538667;28.80285297;-106.4443395
Durango;America_N;Mexico;52;NA;1;2;8;5;6;NA;120400.294;MAINL;14.60395313;10306;171.2475272;632.6216537;24.93494206;-104.920038
Guanajuato;America_N;Mexico;57;4;0;0;8;3;6;NA;30389.18443;MAINL;154.4325655;9607;179.9183759;648.0659575;20.89378567;-101.0210804
Hidalgo;America_N;Mexico;61;16;0;1;13;4;6;1;21194.78304;MAINL;101.4087253;7824;171.0783965;915.2448423;20.47097878;-98.87119546
Nuevo_Leon;America_N;Mexico;72;7;1;1;14;5;7;NA;65058.66325;MAINL;60.6619272;21620.74;206.7337721;548.4742563;25.57799528;-99.95925882
Queretaro;America_N;Mexico;58;3;0;2;5;4;6;NA;12067.03606;MAINL;114.9967484;13624.14;181.748873;733.075842;20.84527276;-99.84580705
San_Luis_Potosi;America_N;Mexico;65;6;1;1;9;5;6;2;63979.20346;MAINL;37.29585195;9903.81;195.2161427;620.0700746;22.61555664;-100.4381633
Tamaulipas;America_N;Mexico;77;13;1;2;13;7;7;2;79347.21984;MAINL;34.92362784;12718;229.4656545;749.1693217;24.29725009;-98.62172897
Zacatecas;America_N;Mexico;51;NA;1;0;3;3;6;NA;74818.41551;MAINL;18.47609142;8200;172.0846912;457.5334938;23.30936554;-102.6996886
Veracruz;America_N;Mexico;124;24;1;2;8;4;8;4;71169.47337;MAINL;104.3691465;8284;238.9120103;1714.279736;19.37738436;-96.405429
Guadalupe_I.;America_N;Mexico;NA;NA;0;0;NA;2;1;NA;317.6785878;ISL;0;11940;156.9904306;141.6698565;29.05807508;-118.3091269
Rocas_Alijos;America_N;Mexico;NA;NA;0;0;NA;0;0;NA;0.026504449;ISL;0;NA;203;85;24.95248844;-115.7498277
Revillagigedo_Is.;America_N;Mexico;47;1;0;0;NA;1;7;NA;227.5279258;ISL;0;NA;237.2614841;291.3922261;18.77973887;-111.4100739
Baja_California;America_N;Mexico;NA;6;2;0;16;12;7;5;72476.27598;MAINL;34.07581879;11540.14;180.1752078;182.3680312;30.54739874;-115.0786762
Baja_California_Sur;America_N;Mexico;NA;5;2;2;5;4;7;4;72116.56447;MAINL;5.535109639;12689;212.8628457;163.5871693;25.91951902;-112.0439746
Sinaloa;America_N;Mexico;59;7;0;2;7;4;6;1;57566.03125;MAINL;44.66787448;10247;238.9089879;770.5385196;25.02149419;-107.48362
Sonora;America_N;Mexico;63;6;2;0;12;5;8;3;180650.6786;MAINL;12.512614;12928;210.0347477;382.6518718;29.71215807;-110.816409
Colima;America_N;Mexico;42;1;0;1;2;2;6;2;5749.713996;MAINL;96.12377535;11467;247.578046;972.8843346;19.13757732;-103.9175546
Guerrero;America_N;Mexico;57;13;0;2;9;2;6;2;64436.60161;MAINL;49.26242453;5888;241.823723;1237.053511;17.66720265;-99.90256068
Jalisco;America_N;Mexico;95;12;0;2;9;3;6;NA;79621.59556;MAINL;83.95925234;11486;199.1021029;926.8124943;20.59876629;-103.6219003
Michoacan;America_N;Mexico;92;4;0;1;14;3;6;NA;59405.22433;MAINL;70.31833823;7416;212.5935578;994.9836155;19.21129264;-101.8797259
Nayarit;America_N;Mexico;49;7;0;1;7;4;7;4;27510.63008;MAINL;NA;7347;222.3224232;1135.777848;21.84691881;-104.9188405
Oaxaca;America_N;Mexico;166;5;0;2;9;3;6;3;92409.27888;MAINL;37.83728715;5479;213.6869786;1421.529268;16.95950336;-96.43151589
Campeche;America_N;Mexico;53;5;0;3;6;2;6;1;50102.1149;MAINL;13.43684078;84158;259.6329249;1268.653196;18.87271414;-90.43363975
Chiapas;America_N;Mexico;92;13;0;1;8;3;6;2;73487.14665;MAINL;55.42591295;5130;231.8605505;2012.069139;16.4988661;-92.46536864
Quintana_Roo;America_N;Mexico;41;18;0;3;1;2;6;2;51073.47375;MAINL;16.33557963;14307;256.1179918;1201.750194;19.55871322;-88.2542752
Tabasco;America_N;Mexico;47;13;0;3;9;2;6;3;24006.65869;MAINL;76.28723879;22159;262.9343851;2116.222154;17.94567288;-92.57568966
Yucatan;America_N;Mexico;54;15;0;4;1;3;6;4;37880.7742;MAINL;44.50009916;9599.41;257.6894037;1025.383838;20.77846762;-88.94002484
Myanmar;Asia_Trop;Myanmar;NA;8;NA;NA;13;1;5;3;668127.9218;MAINL;70.78144798;1421.5;231.5621583;1996.044283;21.14042438;96.50882912
Namibia;Africa;Namibia;275;1;0;2;9;3;20;NA;804650.9794;MAINL;NA;4244.89;198.0679278;275.1285022;-22.23553957;17.07189693
KwaZulu-Natal;Africa;South_Africa;610;2;NA;NA;12;7;16;2;92727.65142;MAINL;NA;5835.86;178.5531449;867.8218014;-28.7085677;30.72508497
New_Brunswick;America_N;Canada;586;1;NA;NA;1;6;8;6;72841.24402;MAINL;9.812158201;29484;40.79798931;1104.562435;46.63101173;-66.37001739
North_Carolina;America_N;USA;1106;13;0;2;8;7;8;13;128224.6348;MAINL;62.48905997;36268;147.7723076;1261.171479;35.54958921;-79.38015679
Nicobar_Is.;Asia_Trop;Andaman_Nicobar;NA;4;NA;NA;NA;6;9;2;1865.892844;ISL;54.58988903;NA;270.7428311;2355.533455;7.507164884;93.60166544
Chechnya;Asia_Temp;Russia;NA;NA;NA;NA;NA;1;4;NA;15843.8175;MAINL;76.12397322;NA;91.83067131;566.4117973;43.30371203;45.76161363
Dagestan;Asia_Temp;Russia;NA;NA;NA;NA;NA;1;5;NA;49664.88229;MAINL;40.83395171;5864.24;81.00089876;484.7808172;43.02471998;46.87426751
Ingushetiya;Asia_Temp;Russia;NA;NA;NA;NA;NA;0;4;NA;3460.703089;MAINL;94.38182075;NA;77.39477977;770.2767809;43.19114596;44.90170161
Kabardino-Balkariya;Asia_Temp;Russia;NA;NA;NA;NA;NA;0;5;NA;12173.07226;MAINL;75.30049915;NA;54.28985284;771.1400297;43.49182178;43.3939595
Karacheyevo-Cherkessiya;Asia_Temp;Russia;NA;NA;NA;NA;NA;0;6;NA;14446.84595;MAINL;32.37355035;5414.41;49.58402168;859.4137412;43.75837868;41.74331547
Krasnodar;Asia_Temp;Russia;NA;NA;NA;NA;NA;3;5;NA;82931.33336;MAINL;62.66154605;11474.72;107.5161835;724.2831568;45.19493574;39.51470238
Severo-Osetiya;Asia_Temp;Russia;NA;NA;NA;NA;NA;0;4;NA;8091.460052;MAINL;91.78104609;NA;60.46185487;848.3750097;43.1044631;44.26510476
Stavropol;Asia_Temp;Russia;NA;NA;NA;NA;NA;1;7;NA;66829.26258;MAINL;42.49557154;NA;98.55579745;455.5580201;44.95141653;43.35253517
North_Dakota;America_N;USA;340;NA;NA;NA;4;7;9;5;182559.1808;MAINL;3.477335964;44435;46.17720267;437.5128027;47.44750074;-100.4594152
Nebraska;America_N;USA;486;1;1;0;6;6;7;8;200155.872;MAINL;8.674658983;40958;91.81184533;576.1917888;41.52790501;-99.79214759
Nepal;Asia_Trop;Nepal;154;3;0;0;3;1;4;1;147198.9748;MAINL;169.0265018;999.76;141.2849023;1376.588231;28.25300794;83.938516
Netherlands;Europe;Netherlands;230;1;2;3;20;10;12;17;35787.07354;MAINL;438.5309283;38189.65;92.79952834;781.9462451;52.25357257;5.600984813
Nevada;America_N;USA;431;3;3;3;15;7;10;3;286607.8625;MAINL;7.012880175;38269;91.55032641;249.1776841;39.35827474;-116.6521158
Lord_Howe_I.;Australasia;Norfolk_Island;NA;6;1;1;NA;10;4;2;12.62511595;ISL;14.20940305;41107.48;188.7777778;1531.444444;-31.55576211;159.0788283
Norfolk_I.;Australasia;Norfolk_Island;271;13;0;1;NA;11;7;3;50.57219437;ISL;31.60771366;33394.1;193.1323529;1231.470588;-29.03719883;167.9528661
Newfoundland;America_N;Canada;415;NA;NA;NA;1;3;13;6;111874.2977;ISL;4.126783519;33941.54;34.9796769;1248.653878;48.72054151;-56.02873455
St._Pierre-Miquelon;America_N;Saint-Pierre_and_Miquelon;198;NA;1;0;NA;1;2;NA;259.4455253;ISL;13.3440946;31299.3;49.65759637;1356.029478;46.92888261;-56.30527649
Nigeria;Africa;Nigeria;193;5;0;1;3;1;6;3;908619.0421;MAINL;128.523253;1929.38;264.1155218;1174.030953;9.593624582;8.105318389
Niger;Africa;Niger;37;1;NA;NA;NA;0;6;NA;1182025.788;MAINL;9.945330854;502.51;271.0273871;133.8480471;17.42632346;9.397650573
Nicaragua;America_S;Nicaragua;671;12;0;2;4;2;7;2;128124.0677;MAINL;38.47933724;2189.42;250.704637;2292.535245;12.839712;-85.03470963
Bonaire;America_S;Carribean_Netherlands;54;7;2;2;NA;4;7;NA;318.4929599;ISL;30.25247419;18090.4;274.6155844;455.7168831;12.18797808;-68.28454164
Curacao;America_S;Curacao;47;13;2;2;1;5;8;NA;473.4896825;ISL;263.7302244;20001;272.9767442;560.5796064;12.18779752;-68.96749055
Nansei-shoto;Asia_Temp;Japan;NA;30;NA;NA;20;7;14;NA;2107.888929;ISL;506.9829716;21393;225.4289377;2191.372527;25.77340565;126.6998898
Norway;Europe;Norway;595;NA;1;0;10;4;8;4;296271.9369;MAINL;13.52098862;50490.91;11.75613852;990.184788;64.47682573;14.32743333
Nauru;Pacific;Nauru;368;NA;0;1;1;1;7;NA;28.91642054;ISL;368.2351111;6233.9;277.3939394;2060.121212;-0.522073311;166.9300834
Nova_Scotia;America_N;Canada;674;1;NA;NA;1;4;8;7;55340.08893;MAINL;15.74105201;29686;57.72668151;1336.759451;45.14835243;-63.30227022
Australian_Capital_Territory;Australasia;Australia;NA;NA;0;1;7;0;12;NA;2344.606082;MAINL;136.2267838;NA;107.6135079;899.3635823;-35.50859976;148.9969681
New_South_Wales;Australasia;Australia;1820;7;1;2;17;22;18;9;802419.7366;MAINL;7.911096416;40423.15;171.4614427;574.9048596;-32.17021086;147.0127743
Northern_Territory;Australasia;Australia;172;13;1;3;5;5;18;8;1348777.592;MAINL;0.149358649;49603;248.2037405;555.8923116;-19.41428342;133.3652138
Niue;Pacific;Niue;NA;16;0;1;1;0;7;NA;252.7216972;ISL;5.523142083;33394.1;245.8608414;2037.469256;-19.05190358;-169.8685868
Nunavut;America_N;Canada;14;NA;NA;NA;0;2;7;3;1742199.849;MAINL;0.011822665;55778.09;-140.5307613;202.2473388;68.86334833;-92.41081059
New_Caledonia;Pacific;New_Caledonia;67;34;1;3;9;7;9;11;19230.99039;ISL;9.191245605;36789;218.9294103;1621.085239;-21.29461419;165.6718498
Irian_Jaya;Asia_Trop;Indonesia;NA;13;NA;NA;NA;1;11;6;411329.9141;ISL;5.287488309;3137.4;245.2595746;3074.639933;-4.037867614;137.3320658
Papua_New_Guinea;Asia_Trop;Papua_New_Guinea;NA;19;1;3;16;1;13;4;405099.9236;ISL;10.68402378;1418.9;235.4691294;3010.967719;-6.668750684;144.3719717
New_Hampshire;America_N;USA;678;2;1;0;3;8;7;7;24201.10994;MAINL;51.23440607;45272;58.09719189;1130.904529;43.68999511;-71.5792793
New_Jersey;America_N;USA;1174;3;0;3;6;7;8;14;19835.63794;MAINL;414.4451122;52981;111.6947828;1155.72696;40.18920093;-74.66262909
New_Mexico;America_N;USA;558;9;1;2;5;5;14;8;315094.9299;MAINL;5.823703988;34543;115.1007373;353.6991688;34.42306424;-106.1076877
Northwest_Territories;America_N;Canada;118;NA;NA;NA;0;2;7;3;1347862.936;MAINL;0.028487543;55778.09;-96.77011698;255.3995816;66.33106742;-118.9823435
New_York;America_N;USA;1598;6;0;3;10;11;8;18;137027.9773;MAINL;132.8922145;50347;71.33754792;1029.946285;42.99492034;-75.69458709
New_Zealand_North;Australasia;New_Zealand;NA;22;NA;NA;18;42;27;35;114622.3446;ISL;23.65780325;NA;126.732046;1613.161665;-38.57756133;175.7272178
New_Zealand_South;Australasia;New_Zealand;NA;7;NA;NA;13;37;24;21;152912.8349;ISL;5.781988509;NA;85.65126672;1682.364778;-44.02210597;170.4796022
Free_State;Africa;South_Africa;342;2;NA;NA;3;4;14;1;129989.678;MAINL;22.03897722;6721;156.5031872;579.9343102;-28.61014393;26.86433218
Ogasawara-shoto;Asia_Temp;Japan;84;28;NA;NA;4;3;8;6;76.52965603;ISL;13.11258796;NA;227.7979798;1354.79798;27.00808255;142.1178032
Ohio;America_N;USA;1137;5;0;2;8;8;6;13;116427.9552;MAINL;98.47878553;37465;101.3779881;969.6553443;40.41552797;-82.70728238
Oklahoma;America_N;USA;558;4;0;1;6;6;7;9;181143.2159;MAINL;19.18704296;36664;153.788874;864.9767103;35.58437196;-97.50981445
Oman;Asia_Temp;Oman;40;13;0;2;3;11;5;NA;308968.624;MAINL;7.797801359;20922.7;263.164656;59.29730571;20.60235556;56.11008523
Ontario;America_N;Canada;1108;2;0;1;11;7;11;15;1076067.236;MAINL;10.78885215;38361;5.156799204;729.0453371;50.07309622;-85.83256685
Oregon;America_N;USA;1118;1;1;2;6;10;14;14;251328.5376;MAINL;13.62377372;37625;76.1216451;779.755103;43.94031794;-120.5408757
Pakistan;Asia_Trop;Pakistan;NA;5;0;1;10;1;1;2;795109.3016;MAINL;177.911361;2025.75;222.7232041;260.9174479;29.35662228;68.78919432
Israel;Asia_Temp;Israel;167;16;0;1;14;9;5;3;26977.36718;MAINL;338.8136004;23227.2;199.0231088;305.886707;31.48781564;35.02148317
Jordan;Asia_Temp;Jordan;NA;NA;0;0;7;5;3;NA;89206.6832;MAINL;55.63044078;4469.07;182.8914112;105.9848936;31.2533825;36.7869267
Panama;America_S;Panama;96;12;2;5;14;4;7;15;74530.63985;MAINL;39.05574282;10188.04;250.7152355;2565.35443;8.505429137;-80.10899702
Paraguay;America_S;Paraguay;NA;6;0;1;1;1;8;11;398813.8905;MAINL;13.71364015;3768.36;234.0574648;1080.769926;-23.23612805;-58.39095073
Prince_Edward_I.;America_N;Canada;407;1;NA;NA;1;5;7;2;5995.178218;ISL;21.66761567;27838;55.72498264;1107.64941;46.39620383;-63.24493637
Pennsylvania;America_N;USA;1404;4;0;3;7;8;8;16;118994.6702;MAINL;103.7613023;42067;88.63382102;1057.625358;40.89843684;-77.83950118
Peru;America_S;Peru;360;10;0;1;13;5;10;15;1290870.482;MAINL;19.70234443;7410.98;191.9370442;1560.540029;-9.163772192;-74.37540458
Philippines;Asia_Trop;Philippines;628;21;4;3;42;11;14;5;294706.1884;ISL;246.7037795;3193.63;254.6001803;2549.590033;11.74740395;122.873632
Phoenix_Is.;Pacific;Kiribati;51;6;NA;NA;NA;0;7;2;90.66698634;ISL;0.362413411;NA;284.9357798;734.4311927;-3.419467314;-171.7279731
Pitcairn_Is.;Pacific;French_Polynesia;95;9;0;1;NA;0;2;1;53.63997858;ISL;1.25024456;23583;211.173913;1435;-24.505797;-128.44279
Poland;Europe;Poland;386;1;0;2;22;3;12;12;311693.8266;MAINL;123.6752676;16700.9;76.14066704;595.9208902;52.12472508;19.4009187
Portugal;Europe;Portugal;254;9;2;3;18;5;7;12;88595.15551;MAINL;107.4681613;19785.7;149.5182443;845.5987596;39.69200296;-7.962367688
Primorye;Asia_Temp;Russia;NA;NA;NA;NA;NA;1;7;2;164935.5234;MAINL;10.36008321;NA;20.97360794;790.244715;45.16706365;134.7137746
Puerto_Rico;America_S;Puerto_Rico;795;30;6;4;42;44;13;11;9245.955584;ISL;407.6335436;26435.7;243.0822651;1794.275593;18.22091539;-66.46614558
Coral_Sea_Is._Territory;Australasia;Australia;5;NA;NA;NA;NA;1;0;NA;10.03982484;ISL;0;NA;253.2727273;1702.090909;-14.71927942;145.6634742
Queensland;Australasia;Australia;1263;22;1;4;20;12;21;15;1728807.535;MAINL;2.019356586;38735.71;228.6028642;632.8131355;-22.57378083;144.5481729
Quebec;America_N;Canada;862;4;0;1;3;7;15;22;1513232.578;MAINL;4.861969819;32322;-30.52977393;773.03591;53.38114914;-71.75499676
Reunion;Africa;Reunion;NA;33;2;13;7;25;12;4;2645.044472;ISL;270.2716158;31299.3;190.5301932;1545.843599;-21.12162946;55.53821274
Rhode_Island;America_N;USA;695;2;1;0;3;6;7;12;2727.363082;MAINL;343.1616659;43508;95.02255109;1200.856707;41.68389685;-71.55994566
Rodrigues;Africa;Rodrigues;NA;24;NA;NA;NA;8;8;NA;116.4880163;ISL;282.4662102;7772.1;238.375;1085.368056;-19.71779025;63.41351669
Romania;Europe;Romania;108;1;0;0;19;2;9;9;237375.5697;MAINL;92.42396304;9376.19;90.02732748;625.908075;45.84359796;24.96918232
Central_European_Russia;Europe;Russia;778;1;NA;NA;NA;3;11;6;852831.574;MAINL;56.92585617;NA;45.75461175;591.5810909;54.88373842;39.80245698
East_European_Russia;Europe;Russia;NA;NA;NA;NA;NA;1;9;5;735790.9937;MAINL;26.37101978;NA;23.95925289;557.406682;56.12331852;53.73073876
North_European_Russia;Europe;Russia;NA;NA;NA;NA;NA;0;6;4;1363299.211;MAINL;3.726469887;NA;-8.779949975;550.395911;64.50418421;45.85434037
South_European_Russia;Europe;Russia;NA;NA;NA;NA;NA;3;6;7;437006.3682;MAINL;25.79340618;NA;79.29203924;396.9466491;48.91779832;44.67469326
Northwest_European_Russia;Europe;Russia;302;NA;NA;NA;NA;1;8;6;195197.7656;MAINL;32.6777023;NA;40.12194272;652.903581;58.78055975;31.24102708
Rwanda;Africa;Rwanda;229;NA;NA;NA;8;0;7;NA;25142.84574;MAINL;320.6051132;526;189.8926496;1148.047881;-1.997987311;29.91719523
Sakhalin;Asia_Temp;Russia;NA;NA;NA;NA;NA;1;7;NA;75452.2833;ISL;6.756406448;18744;-4.417348239;753.9602418;50.3342599;142.7120755
American_Samoa;Pacific;American_Samoa;185;NA;1;2;4;3;6;3;229.7357124;ISL;226.0367655;41376;261.9214286;4075.496429;-14.28592649;-170.4018397
Samoa;Pacific;Samoa;81;35;0;1;4;6;7;5;2942.501964;ISL;51.10987002;3530.6;246.9166431;3737.999152;-13.7583492;-172.1594545
Sardegna;Europe;Italy;149;4;NA;NA;NA;5;23;9;24137.12352;ISL;62.06793406;28380.92;149.6457471;631.2866478;40.09088088;9.030029004
Saskatchewan;America_N;Canada;379;NA;NA;NA;4;4;9;4;651972.5001;MAINL;1.549362781;38562;-4.252332685;426.3852685;54.41922757;-105.8900548
Saudi_Arabia;Asia_Temp;Saudi_Arabia;50;21;0;2;7;11;7;NA;1954702.084;MAINL;10.85549439;19326.6;245.6916525;93.99392471;24.02338171;44.58510242
South_Carolina;America_N;USA;967;20;0;2;3;7;6;9;80532.0285;MAINL;49.70525022;33631;168.4112761;1237.850044;33.91755375;-80.90042082
Society_Is.;Pacific;French_Polynesia;1376;39;0;2;NA;15;8;8;1529.730388;ISL;107.9708321;NA;242.4505319;2046.846809;-17.45187799;-149.8832556
Paracel_Is.;Asia_Trop;Paracel_Is.;NA;NA;NA;NA;NA;0;0;NA;8.732560845;ISL;0;NA;268.3636364;1437.272727;16.65565061;112.1271278
Spratly_Is.;Asia_Trop;Spratly_Is.;NA;NA;0;0;NA;0;5;NA;14.06477456;ISL;0;NA;272;1512.25;10.73476057;115.7464323
Santa_Cruz_Is.;Pacific;Santa_Cruz_Is.;NA;NA;NA;NA;NA;0;3;NA;851.7384278;ISL;12.89778605;NA;261.6157635;4784.127094;-10.99208388;166.2240493
South_Dakota;America_N;USA;367;NA;NA;NA;6;5;7;2;198703.1041;MAINL;3.807012343;40943;73.57398357;484.3556201;44.43756367;-100.2198562
Selvagens;Africa;Portugal;15;NA;NA;NA;NA;0;7;NA;1.863877098;ISL;0;NA;193;373;30.14296023;-15.86268648
Senegal;Africa;Senegal;97;NA;0;1;NA;2;7;3;196062.5973;MAINL;51.31640118;1415.5;276.3889401;668.6095428;14.36697739;-14.46817708
Seychelles;Africa;Seychelles;425;42;1;5;3;12;9;22;328.5052288;ISL;199.2894719;10805.1;258.7279793;2225.979275;-4.70189449;55.5220677
South_Georgia;Antarctic;South_Georgia_South_Sandwich_Islands;31;NA;NA;NA;NA;2;3;NA;3614.602603;ISL;0;34266.97;-5.827701293;1606.353915;-54.35798161;-36.71862583
Malta;Europe;Malta;118;9;1;3;2;3;9;7;370.3938153;ISL;1041.779296;19694.1;183.7132075;517.7245283;35.92036651;14.40457358
Sicilia;Europe;Italy;146;6;NA;NA;NA;4;12;6;25678.43256;ISL;187.8409281;28380.92;156.522358;518.3277494;37.58920628;14.1428387
Sierra_Leone;Africa;Sierra_Leone;76;2;NA;NA;NA;1;6;2;72497.76917;MAINL;60.96810303;727.1;260.6746881;2734.658832;8.560345771;-11.79209994
Sinai;Asia_Temp;Egypt;NA;NA;NA;NA;NA;2;4;NA;56690.12904;MAINL;6.597940475;NA;188.8895149;46.36435269;29.70447198;33.7680386
South_Australia;Australasia;Australia;1211;2;0;1;8;25;27;2;983596.1206;MAINL;1.482734776;36571.53;192.2845882;230.2886108;-30.10453814;135.8267162
Socotra;Africa;Yemen;NA;8;0;2;NA;1;5;NA;3904.010936;ISL;11.38845761;NA;256.0308021;92.75465241;12.49162925;53.78351902
North_Solomons;Asia_Trop;Solomons;NA;3;NA;NA;NA;1;10;1;9525.045463;ISL;21.60948531;NA;251.372591;3421.163276;-6.151886943;155.2615488
South_Solomons;Asia_Trop;Solomons;NA;26;NA;NA;2;1;8;1;27350.18775;ISL;12.84134852;1275.7;254.6887955;3223.591795;-8.838822296;159.4055411
Somalia;Africa;Somalia;63;2;0;1;NA;3;7;1;636289.1597;MAINL;10.74649409;111;263.9504072;268.8099106;6.063705784;45.86255319
Andorra;Europe;Andorra;NA;2;0;0;NA;3;5;NA;509.2704447;MAINL;127.8003005;NA;37.56024845;1277.885714;42.54858297;1.575688328
Gibraltar;Europe;Spain;NA;NA;0;0;NA;0;7;NA;7.840114297;MAINL;3751.670915;NA;174.1333333;736.4;36.1381932;-5.344888931
Spain;Europe;Spain;454;17;5;8;26;12;17;17;493503.2149;MAINL;75.8077209;27332.01;130.3762385;613.9512769;40.39193845;-3.557131176
Sri_Lanka;Asia_Trop;Sri_Lanka;365;18;1;1;16;2;9;7;66288.51427;ISL;294.5038687;4065.56;265.1706852;1877.459435;7.612357088;80.70426571
South_Sandwich_Is.;Antarctic;South_Georgia_South_Sandwich_Islands;NA;NA;NA;NA;NA;0;0;NA;279.0789795;ISL;0;34266.97;112.6338259;3842.901478;-58.17275834;-26.65310473
St._Helena;Africa;St_Helena;252;10;0;1;NA;12;6;24;133.0307505;ISL;30.22239697;34266.97;188.3043478;628.2484472;-15.96202459;-5.717275315
Sudan;Africa;Sudan_and_South_Sudan;59;2;NA;NA;4;1;7;2;2502438.097;MAINL;13.14559987;1580.15;267.7205499;411.3825489;13.88720329;30.08706657
Sulawesi;Asia_Trop;Indonesia;NA;12;NA;NA;NA;8;17;4;186001.8044;ISL;76.24829466;3137.4;240.6997352;2140.49001;-2.104068429;121.2948301
Sumatera;Asia_Trop;Indonesia;NA;9;NA;NA;NA;3;9;2;470942.3932;ISL;91.31522687;3137.4;254.6275886;2632.501089;-0.477595217;101.6400768
